,Gender,CohortAge,Comorbidity,Age,AllCauseWithAllCancersIncluded,AllCauseExcludingPancCancers
1062,Female,74,Low,100,0.399402744,0.398419845
1063,Female,74,Moderate,74,0.022837787,0.022310638
1064,Female,74,Moderate,75,0.028135417,0.027586621
1065,Female,74,Moderate,76,0.035465788,0.034875897
1066,Female,74,Moderate,77,0.040952099,0.040314149
1067,Female,74,Moderate,78,0.04893512,0.048285762
1068,Female,74,Moderate,79,0.05793785,0.057244469
1069,Female,74,Moderate,80,0.071253676,0.070526745
1070,Female,74,Moderate,81,0.085568279,0.084797997
1071,Female,74,Moderate,82,0.107726394,0.106923801
1072,Female,74,Moderate,83,0.116027251,0.115209693
1073,Female,74,Moderate,84,0.131344358,0.130488752
1074,Female,74,Moderate,85,0.139811983,0.138829085
1075,Female,74,Moderate,86,0.161242414,0.160259516
1076,Female,74,Moderate,87,0.124940914,0.123958016
1077,Female,74,Moderate,88,0.136689213,0.135706315
1078,Female,74,Moderate,89,0.149604683,0.148621784
1079,Female,74,Moderate,90,0.163783512,0.162800614
1080,Female,74,Moderate,91,0.179330789,0.178347891
1081,Female,74,Moderate,92,0.196352431,0.195369533
1082,Female,74,Moderate,93,0.214963448,0.213980549
1083,Female,74,Moderate,94,0.235274731,0.234291832
1084,Female,74,Moderate,95,0.257404948,0.25642205
1085,Female,74,Moderate,96,0.281470467,0.280487569
1086,Female,74,Moderate,97,0.30759112,0.306608222
1087,Female,74,Moderate,98,0.335878802,0.334895903
1088,Female,74,Moderate,99,0.366446531,0.365463633
1089,Female,74,Moderate,100,0.399402744,0.398419845
1090,Female,74,Severe,74,0.067723033,0.067195885
1091,Female,74,Severe,75,0.068910812,0.068362016
1092,Female,74,Severe,76,0.070075086,0.069485195
1093,Female,74,Severe,77,0.08112162,0.080483669
1094,Female,74,Severe,78,0.094372349,0.093722991
1095,Female,74,Severe,79,0.097399204,0.096705823
1096,Female,74,Severe,80,0.11328307,0.11255614
1097,Female,74,Severe,81,0.123043884,0.122273601
1098,Female,74,Severe,82,0.129866345,0.129063752
1099,Female,74,Severe,83,0.142375191,0.141557633
1100,Female,74,Severe,84,0.143751713,0.142896107
1101,Female,74,Severe,85,0.13515192,0.134169022
1102,Female,74,Severe,86,0.129182368,0.12819947
1103,Female,74,Severe,87,0.124940914,0.123958016
1104,Female,74,Severe,88,0.136689213,0.135706315
1105,Female,74,Severe,89,0.149604683,0.148621784
1106,Female,74,Severe,90,0.163783512,0.162800614
1107,Female,74,Severe,91,0.179330789,0.178347891
1108,Female,74,Severe,92,0.196352431,0.195369533
1109,Female,74,Severe,93,0.214963448,0.213980549
1110,Female,74,Severe,94,0.235274731,0.234291832
1111,Female,74,Severe,95,0.257404948,0.25642205
1112,Female,74,Severe,96,0.281470467,0.280487569
1113,Female,74,Severe,97,0.30759112,0.306608222
1114,Female,74,Severe,98,0.335878802,0.334895903
1115,Female,74,Severe,99,0.366446531,0.365463633
1116,Female,74,Severe,100,0.399402744,0.398419845
1117,Female,75,No,75,0.016810312,0.016261516
1118,Female,75,No,76,0.019446949,0.018857058
1119,Female,75,No,77,0.022529826,0.021891875
1120,Female,75,No,78,0.026613753,0.025964395
1121,Female,75,No,79,0.030957758,0.030264377
1122,Female,75,No,80,0.03747362,0.03674669
1123,Female,75,No,81,0.042356473,0.04158619
1124,Female,75,No,82,0.052046713,0.05124412
1125,Female,75,No,83,0.060939263,0.060121705
1126,Female,75,No,84,0.072326868,0.071471262
1127,Female,75,No,85,0.079072989,0.078090091
1128,Female,75,No,86,0.096807656,0.095824758
1129,Female,75,No,87,0.102563342,0.101580444
1130,Female,75,No,88,0.136689213,0.135706315
1131,Female,75,No,89,0.149604683,0.148621784
1132,Female,75,No,90,0.163783512,0.162800614
1133,Female,75,No,91,0.179330789,0.178347891
1134,Female,75,No,92,0.196352431,0.195369533
1135,Female,75,No,93,0.214963448,0.213980549
1136,Female,75,No,94,0.235274731,0.234291832
1137,Female,75,No,95,0.257404948,0.25642205
1138,Female,75,No,96,0.281470467,0.280487569
1139,Female,75,No,97,0.30759112,0.306608222
1140,Female,75,No,98,0.335878802,0.334895903
1141,Female,75,No,99,0.366446531,0.365463633
1142,Female,75,No,100,0.399402744,0.398419845
1143,Female,75,Low,75,0.029062327,0.028513531
1144,Female,75,Low,76,0.0283871,0.027797209
1145,Female,75,Low,77,0.039494084,0.038856133
1146,Female,75,Low,78,0.036955844,0.036306486
1147,Female,75,Low,79,0.05349153,0.052798148
1148,Female,75,Low,80,0.055231881,0.054504951
1149,Female,75,Low,81,0.064767731,0.063997448
1150,Female,75,Low,82,0.080100539,0.079297946
1151,Female,75,Low,83,0.096167474,0.095349916
1152,Female,75,Low,84,0.102703677,0.101848071
1153,Female,75,Low,85,0.099844752,0.098861853
1154,Female,75,Low,86,0.138140757,0.137157859
1155,Female,75,Low,87,0.068577248,0.067594349
1156,Female,75,Low,88,0.136689213,0.135706315
1157,Female,75,Low,89,0.149604683,0.148621784
1158,Female,75,Low,90,0.163783512,0.162800614
1159,Female,75,Low,91,0.179330789,0.178347891
1160,Female,75,Low,92,0.196352431,0.195369533
1161,Female,75,Low,93,0.214963448,0.213980549
1162,Female,75,Low,94,0.235274731,0.234291832
1163,Female,75,Low,95,0.257404948,0.25642205
1164,Female,75,Low,96,0.281470467,0.280487569
1165,Female,75,Low,97,0.30759112,0.306608222
1166,Female,75,Low,98,0.335878802,0.334895903
1167,Female,75,Low,99,0.366446531,0.365463633
1168,Female,75,Low,100,0.399402744,0.398419845
1169,Female,75,Moderate,75,0.026087309,0.025538513
1170,Female,75,Moderate,76,0.032767162,0.032177271
1171,Female,75,Moderate,77,0.040152201,0.03951425
1172,Female,75,Moderate,78,0.043116489,0.042467131
1173,Female,75,Moderate,79,0.057643276,0.056949895
1174,Female,75,Moderate,80,0.06830868,0.06758175
1175,Female,75,Moderate,81,0.080276921,0.079506638
1176,Female,75,Moderate,82,0.097013328,0.096210736
1177,Female,75,Moderate,83,0.116101175,0.115283617
1178,Female,75,Moderate,84,0.131200507,0.130344901
1179,Female,75,Moderate,85,0.141074104,0.140091206
1180,Female,75,Moderate,86,0.170220391,0.169237493
1181,Female,75,Moderate,87,0.20661097,0.205628072
1182,Female,75,Moderate,88,0.136689213,0.135706315
1183,Female,75,Moderate,89,0.149604683,0.148621784
1184,Female,75,Moderate,90,0.163783512,0.162800614
1185,Female,75,Moderate,91,0.179330789,0.178347891
1186,Female,75,Moderate,92,0.196352431,0.195369533
1187,Female,75,Moderate,93,0.214963448,0.213980549
1188,Female,75,Moderate,94,0.235274731,0.234291832
1189,Female,75,Moderate,95,0.257404948,0.25642205
1190,Female,75,Moderate,96,0.281470467,0.280487569
1191,Female,75,Moderate,97,0.30759112,0.306608222
1192,Female,75,Moderate,98,0.335878802,0.334895903
1193,Female,75,Moderate,99,0.366446531,0.365463633
1194,Female,75,Moderate,100,0.399402744,0.398419845
1195,Female,75,Severe,75,0.06904728,0.068498484
1196,Female,75,Severe,76,0.073034179,0.072444288
1197,Female,75,Severe,77,0.080316265,0.079678315
1198,Female,75,Severe,78,0.095032195,0.094382837
1199,Female,75,Severe,79,0.09207401,0.091380629
1200,Female,75,Severe,80,0.108131963,0.107405032
1201,Female,75,Severe,81,0.122172753,0.121402471
1202,Female,75,Severe,82,0.123983913,0.12318132
1203,Female,75,Severe,83,0.139876551,0.139058993
1204,Female,75,Severe,84,0.158413348,0.157557742
1205,Female,75,Severe,85,0.15056335,0.149580452
1206,Female,75,Severe,86,0.165151975,0.164169076
1207,Female,75,Severe,87,0.199623757,0.198640858
1208,Female,75,Severe,88,0.136689213,0.135706315
1209,Female,75,Severe,89,0.149604683,0.148621784
1210,Female,75,Severe,90,0.163783512,0.162800614
1211,Female,75,Severe,91,0.179330789,0.178347891
1212,Female,75,Severe,92,0.196352431,0.195369533
1213,Female,75,Severe,93,0.214963448,0.213980549
1214,Female,75,Severe,94,0.235274731,0.234291832
1215,Female,75,Severe,95,0.257404948,0.25642205
1216,Female,75,Severe,96,0.281470467,0.280487569
1217,Female,75,Severe,97,0.30759112,0.306608222
1218,Female,75,Severe,98,0.335878802,0.334895903
1219,Female,75,Severe,99,0.366446531,0.365463633
1220,Female,75,Severe,100,0.399402744,0.398419845
1221,Female,76,No,76,0.017692507,0.017102616
1222,Female,76,No,77,0.021513591,0.02087564
1223,Female,76,No,78,0.025571183,0.024921825
1224,Female,76,No,79,0.029592349,0.028898968
1225,Female,76,No,80,0.036163945,0.035437015
1226,Female,76,No,81,0.03985422,0.039083938
1227,Female,76,No,82,0.048978332,0.048175739
1228,Female,76,No,83,0.057817909,0.057000351
1229,Female,76,No,84,0.071500153,0.070644547
1230,Female,76,No,85,0.079426103,0.078443205
1231,Female,76,No,86,0.097225827,0.096242929
1232,Female,76,No,87,0.10738832,0.106405422
1233,Female,76,No,88,0.101152462,0.100169564
1234,Female,76,No,89,0.149604683,0.148621784
1235,Female,76,No,90,0.163783512,0.162800614
1236,Female,76,No,91,0.179330789,0.178347891
1237,Female,76,No,92,0.196352431,0.195369533
1238,Female,76,No,93,0.214963448,0.213980549
1239,Female,76,No,94,0.235274731,0.234291832
1240,Female,76,No,95,0.257404948,0.25642205
1241,Female,76,No,96,0.281470467,0.280487569
1242,Female,76,No,97,0.30759112,0.306608222
1243,Female,76,No,98,0.335878802,0.334895903
1244,Female,76,No,99,0.366446531,0.365463633
1245,Female,76,No,100,0.399402744,0.398419845
1246,Female,76,Low,76,0.027702827,0.027112936
1247,Female,76,Low,77,0.035055127,0.034417176
1248,Female,76,Low,78,0.035753264,0.035103906
1249,Female,76,Low,79,0.050677283,0.049983901
1250,Female,76,Low,80,0.053775803,0.053048873
1251,Female,76,Low,81,0.053337197,0.052566915
1252,Female,76,Low,82,0.081059663,0.08025707
1253,Female,76,Low,83,0.071819806,0.071002248
1254,Female,76,Low,84,0.102954585,0.102098979
1255,Female,76,Low,85,0.116254801,0.115271903
1256,Female,76,Low,86,0.114792425,0.113809527
1257,Female,76,Low,87,0.156034748,0.15505185
1258,Female,76,Low,88,0.19102117,0.190038272
1259,Female,76,Low,89,0.149604683,0.148621784
1260,Female,76,Low,90,0.163783512,0.162800614
1261,Female,76,Low,91,0.179330789,0.178347891
1262,Female,76,Low,92,0.196352431,0.195369533
1263,Female,76,Low,93,0.214963448,0.213980549
1264,Female,76,Low,94,0.235274731,0.234291832
1265,Female,76,Low,95,0.257404948,0.25642205
1266,Female,76,Low,96,0.281470467,0.280487569
1267,Female,76,Low,97,0.30759112,0.306608222
1268,Female,76,Low,98,0.335878802,0.334895903
1269,Female,76,Low,99,0.366446531,0.365463633
1270,Female,76,Low,100,0.399402744,0.398419845
1271,Female,76,Moderate,76,0.029333711,0.02874382
1272,Female,76,Moderate,77,0.038178206,0.037540255
1273,Female,76,Moderate,78,0.041357507,0.040708149
1274,Female,76,Moderate,79,0.050606842,0.04991346
1275,Female,76,Moderate,80,0.065368231,0.064641301
1276,Female,76,Moderate,81,0.075676406,0.074906123
1277,Female,76,Moderate,82,0.095722157,0.094919564
1278,Female,76,Moderate,83,0.110073322,0.109255764
1279,Female,76,Moderate,84,0.128024211,0.127168605
1280,Female,76,Moderate,85,0.150493676,0.149510778
1281,Female,76,Moderate,86,0.14513886,0.144155962
1282,Female,76,Moderate,87,0.165187083,0.164204185
1283,Female,76,Moderate,88,0.199992796,0.199009897
1284,Female,76,Moderate,89,0.149604683,0.148621784
1285,Female,76,Moderate,90,0.163783512,0.162800614
1286,Female,76,Moderate,91,0.179330789,0.178347891
1287,Female,76,Moderate,92,0.196352431,0.195369533
1288,Female,76,Moderate,93,0.214963448,0.213980549
1289,Female,76,Moderate,94,0.235274731,0.234291832
1290,Female,76,Moderate,95,0.257404948,0.25642205
1291,Female,76,Moderate,96,0.281470467,0.280487569
1292,Female,76,Moderate,97,0.30759112,0.306608222
1293,Female,76,Moderate,98,0.335878802,0.334895903
1294,Female,76,Moderate,99,0.366446531,0.365463633
1295,Female,76,Moderate,100,0.399402744,0.398419845
1296,Female,76,Severe,76,0.07730928,0.076719389
1297,Female,76,Severe,77,0.078402014,0.077764063
1298,Female,76,Severe,78,0.091081155,0.090431797
1299,Female,76,Severe,79,0.091002738,0.090309356
1300,Female,76,Severe,80,0.100912949,0.100186018
1301,Female,76,Severe,81,0.119628132,0.11885785
1302,Female,76,Severe,82,0.114786453,0.11398386
1303,Female,76,Severe,83,0.13612542,0.135307862
1304,Female,76,Severe,84,0.156595924,0.155740318
1305,Female,76,Severe,85,0.14893727,0.147954371
1306,Female,76,Severe,86,0.173296184,0.172313286
1307,Female,76,Severe,87,0.157502318,0.15651942
1308,Female,76,Severe,88,0.163523174,0.162540276
1309,Female,76,Severe,89,0.149604683,0.148621784
1310,Female,76,Severe,90,0.163783512,0.162800614
1311,Female,76,Severe,91,0.179330789,0.178347891
1312,Female,76,Severe,92,0.196352431,0.195369533
1313,Female,76,Severe,93,0.214963448,0.213980549
1314,Female,76,Severe,94,0.235274731,0.234291832
1315,Female,76,Severe,95,0.257404948,0.25642205
1316,Female,76,Severe,96,0.281470467,0.280487569
1317,Female,76,Severe,97,0.30759112,0.306608222
1318,Female,76,Severe,98,0.335878802,0.334895903
1319,Female,76,Severe,99,0.366446531,0.365463633
1320,Female,76,Severe,100,0.399402744,0.398419845
1321,Female,77,No,77,0.019879348,0.019241397
1322,Female,77,No,78,0.024394507,0.023745149
1323,Female,77,No,79,0.027849578,0.027156197
1324,Female,77,No,80,0.033876384,0.033149453
1325,Female,77,No,81,0.037616574,0.036846292
1326,Female,77,No,82,0.045837097,0.045034504
1327,Female,77,No,83,0.05450163,0.053684072
1328,Female,77,No,84,0.070330094,0.069474487
1329,Female,77,No,85,0.078831514,0.077848615
1330,Female,77,No,86,0.093502102,0.092519204
1331,Female,77,No,87,0.107370623,0.106387724
1332,Female,77,No,88,0.105433627,0.104450728
1333,Female,77,No,89,0.127613014,0.126630116
1334,Female,77,No,90,0.163783512,0.162800614
1335,Female,77,No,91,0.179330789,0.178347891
1336,Female,77,No,92,0.196352431,0.195369533
1337,Female,77,No,93,0.214963448,0.213980549
1338,Female,77,No,94,0.235274731,0.234291832
1339,Female,77,No,95,0.257404948,0.25642205
1340,Female,77,No,96,0.281470467,0.280487569
1341,Female,77,No,97,0.30759112,0.306608222
1342,Female,77,No,98,0.335878802,0.334895903
1343,Female,77,No,99,0.366446531,0.365463633
1344,Female,77,No,100,0.399402744,0.398419845
1345,Female,77,Low,77,0.034555474,0.033917523
1346,Female,77,Low,78,0.030743663,0.030094305
1347,Female,77,Low,79,0.038999087,0.038305705
1348,Female,77,Low,80,0.047193702,0.046466771
1349,Female,77,Low,81,0.056755389,0.055985106
1350,Female,77,Low,82,0.065866113,0.06506352
1351,Female,77,Low,83,0.07376314,0.072945582
1352,Female,77,Low,84,0.087852567,0.086996961
1353,Female,77,Low,85,0.107663112,0.106680214
1354,Female,77,Low,86,0.148886763,0.147903864
1355,Female,77,Low,87,0.170516618,0.16953372
1356,Female,77,Low,88,0.108750867,0.107767969
1357,Female,77,Low,89,0.147150461,0.146167563
1358,Female,77,Low,90,0.163783512,0.162800614
1359,Female,77,Low,91,0.179330789,0.178347891
1360,Female,77,Low,92,0.196352431,0.195369533
1361,Female,77,Low,93,0.214963448,0.213980549
1362,Female,77,Low,94,0.235274731,0.234291832
1363,Female,77,Low,95,0.257404948,0.25642205
1364,Female,77,Low,96,0.281470467,0.280487569
1365,Female,77,Low,97,0.30759112,0.306608222
1366,Female,77,Low,98,0.335878802,0.334895903
1367,Female,77,Low,99,0.366446531,0.365463633
1368,Female,77,Low,100,0.399402744,0.398419845
1369,Female,77,Moderate,77,0.033686515,0.033048564
1370,Female,77,Moderate,78,0.038286928,0.03763757
1371,Female,77,Moderate,79,0.051652511,0.05095913
1372,Female,77,Moderate,80,0.058300403,0.057573472
1373,Female,77,Moderate,81,0.068792967,0.068022685
1374,Female,77,Moderate,82,0.083241866,0.082439274
1375,Female,77,Moderate,83,0.09413112,0.093313562
1376,Female,77,Moderate,84,0.119281333,0.118425727
1377,Female,77,Moderate,85,0.134451167,0.133468269
1378,Female,77,Moderate,86,0.152213693,0.151230795
1379,Female,77,Moderate,87,0.143003069,0.14202017
1380,Female,77,Moderate,88,0.170061406,0.169078507
1381,Female,77,Moderate,89,0.206055871,0.205072973
1382,Female,77,Moderate,90,0.163783512,0.162800614
1383,Female,77,Moderate,91,0.179330789,0.178347891
1384,Female,77,Moderate,92,0.196352431,0.195369533
1385,Female,77,Moderate,93,0.214963448,0.213980549
1386,Female,77,Moderate,94,0.235274731,0.234291832
1387,Female,77,Moderate,95,0.257404948,0.25642205
1388,Female,77,Moderate,96,0.281470467,0.280487569
1389,Female,77,Moderate,97,0.30759112,0.306608222
1390,Female,77,Moderate,98,0.335878802,0.334895903
1391,Female,77,Moderate,99,0.366446531,0.365463633
1392,Female,77,Moderate,100,0.399402744,0.398419845
1393,Female,77,Severe,77,0.081559081,0.08092113
1394,Female,77,Severe,78,0.089897406,0.089248048
1395,Female,77,Severe,79,0.089559225,0.088865844
1396,Female,77,Severe,80,0.105959714,0.105232784
1397,Female,77,Severe,81,0.113811264,0.113040981
1398,Female,77,Severe,82,0.123252675,0.122450082
1399,Female,77,Severe,83,0.131199499,0.130381941
1400,Female,77,Severe,84,0.149961579,0.149105973
1401,Female,77,Severe,85,0.160649229,0.15966633
1402,Female,77,Severe,86,0.188410789,0.187427891
1403,Female,77,Severe,87,0.174577579,0.17359468
1404,Female,77,Severe,88,0.199420829,0.198437931
1405,Female,77,Severe,89,0.176752409,0.175769511
1406,Female,77,Severe,90,0.163783512,0.162800614
1407,Female,77,Severe,91,0.179330789,0.178347891
1408,Female,77,Severe,92,0.196352431,0.195369533
1409,Female,77,Severe,93,0.214963448,0.213980549
1410,Female,77,Severe,94,0.235274731,0.234291832
1411,Female,77,Severe,95,0.257404948,0.25642205
1412,Female,77,Severe,96,0.281470467,0.280487569
1413,Female,77,Severe,97,0.30759112,0.306608222
1414,Female,77,Severe,98,0.335878802,0.334895903
1415,Female,77,Severe,99,0.366446531,0.365463633
1416,Female,77,Severe,100,0.399402744,0.398419845
1417,Female,78,No,78,0.022502704,0.021853346
1418,Female,78,No,79,0.026606406,0.025913025
1419,Female,78,No,80,0.03238983,0.031662899
1420,Female,78,No,81,0.037034456,0.036264174
1421,Female,78,No,82,0.043310773,0.042508181
1422,Female,78,No,83,0.05027514,0.049457582
1423,Female,78,No,84,0.064364363,0.063508757
1424,Female,78,No,85,0.076552266,0.075569367
1425,Female,78,No,86,0.092815604,0.091832706
1426,Female,78,No,87,0.106361234,0.105378336
1427,Female,78,No,88,0.109328279,0.108345381
1428,Female,78,No,89,0.132711331,0.131728432
1429,Female,78,No,90,0.148865148,0.14788225
1430,Female,78,No,91,0.179330789,0.178347891
1431,Female,78,No,92,0.196352431,0.195369533
1432,Female,78,No,93,0.214963448,0.213980549
1433,Female,78,No,94,0.235274731,0.234291832
1434,Female,78,No,95,0.257404948,0.25642205
1435,Female,78,No,96,0.281470467,0.280487569
1436,Female,78,No,97,0.30759112,0.306608222
1437,Female,78,No,98,0.335878802,0.334895903
1438,Female,78,No,99,0.366446531,0.365463633
1439,Female,78,No,100,0.399402744,0.398419845
1440,Female,78,Low,78,0.027336595,0.026687237
1441,Female,78,Low,79,0.035998859,0.035305478
1442,Female,78,Low,80,0.04738118,0.04665425
1443,Female,78,Low,81,0.043400534,0.042630252
1444,Female,78,Low,82,0.06592276,0.065120168
1445,Female,78,Low,83,0.069154527,0.068336969
1446,Female,78,Low,84,0.079908988,0.079053382
1447,Female,78,Low,85,0.100618187,0.099635288
1448,Female,78,Low,86,0.144316831,0.143333933
1449,Female,78,Low,87,0.173337514,0.172354615
1450,Female,78,Low,88,0.118811205,0.117828307
1451,Female,78,Low,89,0.202017999,0.201035101
1452,Female,78,Low,90,0.195051018,0.19406812
1453,Female,78,Low,91,0.179330789,0.178347891
1454,Female,78,Low,92,0.196352431,0.195369533
1455,Female,78,Low,93,0.214963448,0.213980549
1456,Female,78,Low,94,0.235274731,0.234291832
1457,Female,78,Low,95,0.257404948,0.25642205
1458,Female,78,Low,96,0.281470467,0.280487569
1459,Female,78,Low,97,0.30759112,0.306608222
1460,Female,78,Low,98,0.335878802,0.334895903
1461,Female,78,Low,99,0.366446531,0.365463633
1462,Female,78,Low,100,0.399402744,0.398419845
1463,Female,78,Moderate,78,0.034290184,0.033640826
1464,Female,78,Moderate,79,0.045930456,0.045237075
1465,Female,78,Moderate,80,0.053179711,0.052452781
1466,Female,78,Moderate,81,0.061578191,0.060807908
1467,Female,78,Moderate,82,0.079916996,0.079114403
1468,Female,78,Moderate,83,0.094892684,0.094075126
1469,Female,78,Moderate,84,0.104442799,0.103587193
1470,Female,78,Moderate,85,0.135682775,0.134699877
1471,Female,78,Moderate,86,0.14570028,0.144717381
1472,Female,78,Moderate,87,0.161987933,0.161005034
1473,Female,78,Moderate,88,0.158085855,0.157102956
1474,Female,78,Moderate,89,0.208853399,0.207870501
1475,Female,78,Moderate,90,0.286284269,0.285301371
1476,Female,78,Moderate,91,0.179330789,0.178347891
1477,Female,78,Moderate,92,0.196352431,0.195369533
1478,Female,78,Moderate,93,0.214963448,0.213980549
1479,Female,78,Moderate,94,0.235274731,0.234291832
1480,Female,78,Moderate,95,0.257404948,0.25642205
1481,Female,78,Moderate,96,0.281470467,0.280487569
1482,Female,78,Moderate,97,0.30759112,0.306608222
1483,Female,78,Moderate,98,0.335878802,0.334895903
1484,Female,78,Moderate,99,0.366446531,0.365463633
1485,Female,78,Moderate,100,0.399402744,0.398419845
1486,Female,78,Severe,78,0.092365844,0.091716486
1487,Female,78,Severe,79,0.091943304,0.091249922
1488,Female,78,Severe,80,0.102281403,0.101554472
1489,Female,78,Severe,81,0.110325268,0.109554985
1490,Female,78,Severe,82,0.123276955,0.122474362
1491,Female,78,Severe,83,0.12938286,0.128565302
1492,Female,78,Severe,84,0.152573049,0.151717443
1493,Female,78,Severe,85,0.159501131,0.158518233
1494,Female,78,Severe,86,0.20442111,0.203438212
1495,Female,78,Severe,87,0.186378119,0.18539522
1496,Female,78,Severe,88,0.228898363,0.227915464
1497,Female,78,Severe,89,0.190291396,0.189308498
1498,Female,78,Severe,90,0.240058046,0.239075148
1499,Female,78,Severe,91,0.179330789,0.178347891
1500,Female,78,Severe,92,0.196352431,0.195369533
1501,Female,78,Severe,93,0.214963448,0.213980549
1502,Female,78,Severe,94,0.235274731,0.234291832
1503,Female,78,Severe,95,0.257404948,0.25642205
1504,Female,78,Severe,96,0.281470467,0.280487569
1505,Female,78,Severe,97,0.30759112,0.306608222
1506,Female,78,Severe,98,0.335878802,0.334895903
1507,Female,78,Severe,99,0.366446531,0.365463633
1508,Female,78,Severe,100,0.399402744,0.398419845
1509,Female,79,No,79,0.024287563,0.023594182
1510,Female,79,No,80,0.030654056,0.029927125
1511,Female,79,No,81,0.034337765,0.033567482
1512,Female,79,No,82,0.041323865,0.040521272
1513,Female,79,No,83,0.048421967,0.047604409
1514,Female,79,No,84,0.060609932,0.059754326
1515,Female,79,No,85,0.071354488,0.07037159
1516,Female,79,No,86,0.090726737,0.089743839
1517,Female,79,No,87,0.1034353,0.102452402
1518,Female,79,No,88,0.111593747,0.110610849
1519,Female,79,No,89,0.130905357,0.129922459
1520,Female,79,No,90,0.149665625,0.148682726
1521,Female,79,No,91,0.163793902,0.162811004
1522,Female,79,No,92,0.196352431,0.195369533
1523,Female,79,No,93,0.214963448,0.213980549
1524,Female,79,No,94,0.235274731,0.234291832
1525,Female,79,No,95,0.257404948,0.25642205
1526,Female,79,No,96,0.281470467,0.280487569
1527,Female,79,No,97,0.30759112,0.306608222
1528,Female,79,No,98,0.335878802,0.334895903
1529,Female,79,No,99,0.366446531,0.365463633
1530,Female,79,No,100,0.399402744,0.398419845
1531,Female,79,Low,79,0.033137721,0.03244434
1532,Female,79,Low,80,0.047984178,0.047257247
1533,Female,79,Low,81,0.052497751,0.051727468
1534,Female,79,Low,82,0.059329452,0.058526859
1535,Female,79,Low,83,0.05998661,0.059169052
1536,Female,79,Low,84,0.089432807,0.088577201
1537,Female,79,Low,85,0.091367375,0.090384477
1538,Female,79,Low,86,0.088529698,0.0875468
1539,Female,79,Low,87,0.15254284,0.151559942
1540,Female,79,Low,88,0.13407879,0.133095891
1541,Female,79,Low,89,0.168725603,0.167742705
1542,Female,79,Low,90,0.175756052,0.174773153
1543,Female,79,Low,91,0.248705777,0.247722879
1544,Female,79,Low,92,0.196352431,0.195369533
1545,Female,79,Low,93,0.214963448,0.213980549
1546,Female,79,Low,94,0.235274731,0.234291832
1547,Female,79,Low,95,0.257404948,0.25642205
1548,Female,79,Low,96,0.281470467,0.280487569
1549,Female,79,Low,97,0.30759112,0.306608222
1550,Female,79,Low,98,0.335878802,0.334895903
1551,Female,79,Low,99,0.366446531,0.365463633
1552,Female,79,Low,100,0.399402744,0.398419845
1553,Female,79,Moderate,79,0.041308606,0.040615225
1554,Female,79,Moderate,80,0.052675937,0.051949007
1555,Female,79,Moderate,81,0.059024417,0.058254134
1556,Female,79,Moderate,82,0.077250227,0.076447635
1557,Female,79,Moderate,83,0.085691053,0.084873495
1558,Female,79,Moderate,84,0.097867822,0.097012216
1559,Female,79,Moderate,85,0.120682872,0.119699974
1560,Female,79,Moderate,86,0.149452513,0.148469615
1561,Female,79,Moderate,87,0.166113543,0.165130645
1562,Female,79,Moderate,88,0.164041881,0.163058983
1563,Female,79,Moderate,89,0.20525362,0.204270722
1564,Female,79,Moderate,90,0.239151722,0.238168824
1565,Female,79,Moderate,91,0.213861887,0.212878989
1566,Female,79,Moderate,92,0.196352431,0.195369533
1567,Female,79,Moderate,93,0.214963448,0.213980549
1568,Female,79,Moderate,94,0.235274731,0.234291832
1569,Female,79,Moderate,95,0.257404948,0.25642205
1570,Female,79,Moderate,96,0.281470467,0.280487569
1571,Female,79,Moderate,97,0.30759112,0.306608222
1572,Female,79,Moderate,98,0.335878802,0.334895903
1573,Female,79,Moderate,99,0.366446531,0.365463633
1574,Female,79,Moderate,100,0.399402744,0.398419845
1575,Female,79,Severe,79,0.095675299,0.094981918
1576,Female,79,Severe,80,0.100101322,0.099374391
1577,Female,79,Severe,81,0.109654637,0.108884354
1578,Female,79,Severe,82,0.120614603,0.11981201
1579,Female,79,Severe,83,0.130322857,0.129505299
1580,Female,79,Severe,84,0.150353234,0.149497628
1581,Female,79,Severe,85,0.155138903,0.154156005
1582,Female,79,Severe,86,0.188774235,0.187791337
1583,Female,79,Severe,87,0.200767211,0.199784312
1584,Female,79,Severe,88,0.214738003,0.213755105
1585,Female,79,Severe,89,0.226545364,0.225562465
1586,Female,79,Severe,90,0.21538792,0.214405022
1587,Female,79,Severe,91,0.226508012,0.225525113
1588,Female,79,Severe,92,0.196352431,0.195369533
1589,Female,79,Severe,93,0.214963448,0.213980549
1590,Female,79,Severe,94,0.235274731,0.234291832
1591,Female,79,Severe,95,0.257404948,0.25642205
1592,Female,79,Severe,96,0.281470467,0.280487569
1593,Female,79,Severe,97,0.30759112,0.306608222
1594,Female,79,Severe,98,0.335878802,0.334895903
1595,Female,79,Severe,99,0.366446531,0.365463633
1596,Female,79,Severe,100,0.399402744,0.398419845
1597,Female,80,No,80,0.028334614,0.027607684
1598,Female,80,No,81,0.032714627,0.031944345
1599,Female,80,No,82,0.039716292,0.0389137
1600,Female,80,No,83,0.046396135,0.045578577
1601,Female,80,No,84,0.056710502,0.055854896
1602,Female,80,No,85,0.065718909,0.064736011
1603,Female,80,No,86,0.084124752,0.083141854
1604,Female,80,No,87,0.100665277,0.099682379
1605,Female,80,No,88,0.111619215,0.110636317
1606,Female,80,No,89,0.130842858,0.12985996
